,name,year,song_name,performed_by
1915,Catch Me If You Can,2002,Embraceable You ,Judy Garland 
1916,Catch Me If You Can,2002,Put Your Head on My Shoulder ,The Lettermen 
1917,Catch Me If You Can,2002,Body and Soul ,Erroll Garner 
1918,Catch Me If You Can,2002,I've Got the World on a String ,"Teddy Wilson, Milt Hinton and Oliver Jackson "
1919,Catch Me If You Can,2002,Take the A Train ,
1920,Catch Me If You Can,2002,The Girl from Ipanema ,Stan Getz and João Gilberto (as Joao Gilberto) featuring Antonio Carlos Jobim 
1921,Catch Me If You Can,2002,James Bond Theme ,
1922,Catch Me If You Can,2002,Mele Kalikimaka ,Bing Crosby 
1923,Catch Me If You Can,2002,The Look of Love ,
1924,Catch Me If You Can,2002,You Really Got Me ,The Kinks 
1925,Catch Me If You Can,2002,He's So Fine ,The Chiffons 
1926,Catch Me If You Can,2002,Has Anybody Here Seen Kelly? ,The Mitch Miller Singers
1927,Catch Me If You Can,2002,Un Poco Adagio ,Leif Ove Andsnes and The Norwegian Chamber Orchestra 
1928,Catch Me If You Can,2002,I'll Be Home for Christmas ,The Hollyridge Strings 
1929,Catch Me If You Can,2002,The Way You Look Tonight ,The Lettermen 
1930,Catch Me If You Can,2002,Come Fly with Me ,Frank Sinatra 
1931,Catch Me If You Can,2002,I Can't Give You Anything But Love ,
1932,Catch Me If You Can,2002,I'm Shooting High ,Ellis Hall and BeB'Opera
1933,Catch Me If You Can,2002,Leaving on a Jet Plane ,
1934,Catch Me If You Can,2002,Peuple Fidèle ,
1935,Catch Me If You Can,2002,Les Anges Dans Nos Campagnes ,
1936,Catch Me If You Can,2002,The Christmas Song ,Nat 'King' Cole 
1937,On the Waterfront,1954,Here Comes the Bride ,
1938,Children of Heaven,1997,Not available,
1939,Harry Potter and the Deathly Hallows: Part 2,2011,Not available,
1940,The Third Man,1949,The Third Man Theme ,Anton Karas on a zither
1941,The Third Man,1949,"Managua, Nicaragua ",
1942,The Third Man,1949,Das Alte Lied ,
1943,Gone Girl,2014,Saved by Zero ,The Fixx 
1944,Gone Girl,2014,Wall of God ,China Crisis 
1945,Gone Girl,2014,"New York, New York ",
1946,Gone Girl,2014,Law and Order Theme ,
1947,Gone Girl,2014,(Don't Fear) The Reaper ,Blue Öyster Cult (as Blue Oyster Cult) 
1948,Gone Girl,2014,Defy Spaces for You ,
1949,Gone Girl,2014,Left EY3 ,Kreayshawn 
1950,Gone Girl,2014,Lady Double Dealer ,Krokus 
1951,Gone Girl,2014,Cool Cat ,
1952,Gone Girl,2014,I'm Trippin Out ,Jelly Roll 
1953,Gone Girl,2014,Not Gonna Bring Me Down ,
1954,Gone Girl,2014,The Informer ,
1955,Gone Girl,2014,The Instigator ,
1956,Gone Girl,2014,Heavy Justice ,
1957,Gone Girl,2014,Drastic Measures ,
1958,Gone Girl,2014,Cold Case ,
1959,12 Years a Slave,2013,"My Lord, Sunshine ",Roosevelt Credit and David Hughey
1960,12 Years a Slave,2013,The Devil's Dream ,Tim Fain
1961,12 Years a Slave,2013,"Trio in B-flat, D471 ",Tim Fain and Caitlin Sullivan
1962,12 Years a Slave,2013,The Old Promenade ,Tim Fain
1963,12 Years a Slave,2013,Money Musk ,Tim Fain
1964,12 Years a Slave,2013,Run Nigger Run ,Paul Dano (uncredited)
1965,12 Years a Slave,2013,Awake on Foreign Shores ,
1966,12 Years a Slave,2013,Apache Blessing Song ,
1967,12 Years a Slave,2013,Cotton Song ,
1968,12 Years a Slave,2013,Miller's Reel ,Tim Fain
1969,12 Years a Slave,2013,Yarney's Waltz ,Tim Fain and Caitlin Sullivan
1970,12 Years a Slave,2013,O Teach Me Lord ,"Tami Tyree, Roosevelt Credit, David Hughey, and Dan'yelle Williamson"
1971,12 Years a Slave,2013,John ,
1972,12 Years a Slave,2013,Roll Jordan Roll ,Topsy Chapman (uncredited) and Chiwetel Ejiofor (uncredited)
1973,Ben-Hur,1959,Overture ,
1974,Ben-Hur,1959,Star Of Bethlehem / Adoration Of The Magi ,
1975,Ben-Hur,1959,Fanfare To Prelude / Prelude / Marcia Romana ,
1976,Ben-Hur,1959,Love Theme / Ring For Freedom ,
1977,The General,1926,The General ,
1978,The Deer Hunter,1978,Can't Take My Eyes Off You ,Frankie Valli 
1979,The Deer Hunter,1978,Good Hearted Woman ,Waylon Jennings
1980,The Deer Hunter,1978,Tattletale Eyes ,George Jones and Tammy Wynette
1981,The Deer Hunter,1978,Cavatina ,
1982,The Deer Hunter,1978,Praise the Name of the Lord ,
1983,The Deer Hunter,1978,Troika ,
1984,The Deer Hunter,1978,Katyusha ,
1985,The Deer Hunter,1978,Sarabande ,
1986,The Deer Hunter,1978,Memory Eternal (Vechnaya Pamyat) ,
1987,The Deer Hunter,1978,God Bless America ,
1988,The Deer Hunter,1978,"Nocturne No. 6 in G Minor, Opus 15-3 ",
1989,The Deer Hunter,1978,Korobeiniki ,
1990,The Deer Hunter,1978,"Drop-Kick Me, Jesus (Through the Goalposts of Life) ",the cast
1991,The Deer Hunter,1978,Midnight Train to Georgia ,Gladys Knight & The Pips
1992,The Deer Hunter,1978,The Stars and Stripes Forever ,
1993,The Deer Hunter,1978,Down From Heaven ,"Robert De Niro, Christopher Walken, John Cazale, George Dzundza and Chuck Aspegren"
1994,The Deer Hunter,1978,Foxy Lady ,
1995,Wild Strawberries,1957,KUNGLIGA SOEDERMANLANDS REGEMENTES MARSCH ,
1996,Wild Strawberries,1957,MARCIA CAROLUS REX ,
1997,Wild Strawberries,1957,PARADEMARSCH DER 18:ER HUSAREN ,
1998,Wild Strawberries,1957,UNDER ROENN OCH SYREN / BLOMMANDE SKOENA DALAR ,
1999,Wild Strawberries,1957,JA; MAA HAN LEVA! ,
2000,Wild Strawberries,1957,Fugue nº8 in E-flat minor ,
2001,Before Sunrise,1995,Dido And Aeneas ,"Academy of the Begynhof, Amsterdam "
2002,Before Sunrise,1995,Dancing With Da Rat ,
2003,Before Sunrise,1995,Yakety Sax ,Boots Randolph 
2004,Before Sunrise,1995,Come Here ,
2005,Before Sunrise,1995,Anti Body ,
2006,Before Sunrise,1995,"Sonata No. 8 In C Minor, Opus 13 ('Pathétique') Rondo: Allegro ",Istvan Szekely 
2007,Before Sunrise,1995,"Concerto In B-Flat Major For Violin And Oboe With Ripieno Strings, RV 358 ",
2008,Before Sunrise,1995,The Human Pump ,
2009,Before Sunrise,1995,Vienna Blood ,Barbara Klebel and Wolfgang Staribacher
2010,Before Sunrise,1995,Trapeze ,Lou Christie 
2011,Before Sunrise,1995,'Variatio 25' of 'The Goldberg Variations' ,Wolfgang Glüxam
2012,Before Sunrise,1995,"'Andante' from 'Sonata No. 1 In G Major, BWV 1027' ",Yo-Yo Ma and Kenneth Cooper 
2013,Before Sunrise,1995,Living Life ,Kathy McCarty 
2014,In the Name of the Father,1993,In the Name of the Father ,Bono and Gavin Friday 
2015,In the Name of the Father,1993,Voodoo Child (Slight Return) ,The Jimi Hendrix Experience 
2016,In the Name of the Father,1993,Like a Rolling Stone ,Bob Dylan 
2017,In the Name of the Father,1993,Billy Boola ,Gavin Friday and Bono 
2018,In the Name of the Father,1993,Tiger Feet ,Mud 
2019,In the Name of the Father,1993,Dedicated Follower of Fashion ,The Kinks 
2020,In the Name of the Father,1993,Leader of the Gang ,
2021,In the Name of the Father,1993,Happy Birthday ,
2022,In the Name of the Father,1993,Is This Love ,Bob Marley Composer/Writer - Bob Marley Publisher Bob Marley Music Ltd/Blue Mountain Music 
2023,In the Name of the Father,1993,In the Name of the Blues ,Pete Cummins & John Fitzgibbon Writers Pete Cummins (as Cummins) / John Fitzgibbon (as Fitzgibbon)
2024,In the Name of the Father,1993,The Godfather ,
2025,In the Name of the Father,1993,Whiskey in the Jar ,Thin Lizzy Composer/Writer Phil Lynott (as Lynott) / Eric Bell (as Bell) / Brian Downey (as Downey) Publisher Polygram Music Publishing Ltd. (P) 1972 Decca Record Co. Ltd. 
2026,In the Name of the Father,1993,(You Made Me the) Thief of Your Heart ,Sinéad O'Connor 
2027,The Grand Budapest Hotel,2014,The Linden Tree ,"Osipov State Russian Folk Orchestra, Vitaly Gnutov "
2028,The Grand Budapest Hotel,2014,s'Rothe-Zäuerli ,Öse Schuppel 
2029,The Grand Budapest Hotel,2014,Svetit Mesyats ,The Ludmila Zykina State Academic Russian National Balalaika Ensemble and the Orchestre de Balalaikas Saint-Georges
2030,The Grand Budapest Hotel,2014,Roses from the South ,"Wurlitzer 153, 8-Roll #13175 "
2031,The Grand Budapest Hotel,2014,Happy Birthday to You ,
2032,The Grand Budapest Hotel,2014,Kamarinskaya ,"Osipov State Russian Folk Orchestra, Vitaly Gnutov "
2033,The Grand Budapest Hotel,2014,Concerto for Lute and Plucked Strings I. Moderato ,Siegfried Behrend and DZO Chamber Orchestra 
2034,Mr. Smith Goes to Washington,1939,"Columbia, the Gem of the Ocean ",
2035,Mr. Smith Goes to Washington,1939,Yankee Doodle ,
2036,Mr. Smith Goes to Washington,1939,"America, My Country Tis of Thee ",
2037,Mr. Smith Goes to Washington,1939,Semper Fidelis ,
2038,Mr. Smith Goes to Washington,1939,The Star-Spangled Banner ,
2039,Mr. Smith Goes to Washington,1939,For He's a Jolly Good Fellow ,
2040,Mr. Smith Goes to Washington,1939,Auld Lang Syne ,
2041,Mr. Smith Goes to Washington,1939,O Bury Me Not On the Lone Prairie ,
2042,Mr. Smith Goes to Washington,1939,When Johnny Comes Marching Home ,
2043,Mr. Smith Goes to Washington,1939,Taps ,
2044,Mr. Smith Goes to Washington,1939,Battle Hymn of the Republic ,
2045,Mr. Smith Goes to Washington,1939,Red River Valley ,
2046,Mr. Smith Goes to Washington,1939,Jeanie With the Light Brown Hair ,
2047,Mr. Smith Goes to Washington,1939,(Oh My Darling) Clementine ,
2048,Mr. Smith Goes to Washington,1939,The Old Grey Mare ,
2049,Room,2015,Bag Fight ,"Klaus Badelt, Daniel Rojas and Andrew Raiher "
2050,Room,2015,Big Rock Candy Mountain ,Brie Larson 
2051,Room,2015,The Mighty Rio Grande ,This Will Destroy You 
2052,Room,2015,Campfire ,
2053,Sherlock Jr.,1924,Not available,
2054,Pather Panchali,1955,It's A Long Way to Tipperary ,
2055,Hacksaw Ridge,2016,To God be the Glory ,
2056,Hacksaw Ridge,2016,We're Gonna Have To Slap The Dirty Little Jap ,
2057,Hacksaw Ridge,2016,Why We Fight: Prelude to War ,Frank Capra
2058,How to Train Your Dragon,2010,Sticks and Stones ,Jon Thor Birgisson (as Jónsi) 
2059,Memories of Murder,2003,Not available,
2060,The Wages of Fear,1953,The Blue Danube ,
2061,The Wages of Fear,1953,Valentine ,
2062,Barry Lyndon,1975,"PIANO TRIO IN E-FLAT, OP 100 (second movement) ",
2063,Barry Lyndon,1975,GERMAN DANCE No.1 IN C-MAJOR ,
2064,Barry Lyndon,1975,CELLO CONCERTO IN E-MINOR (3rd. movement) ,
2065,Barry Lyndon,1975,CONCERTO FOR 2 HARPSICHORDS AND ORCHESTRA IN C-MINOR (adagio) ,
2066,Barry Lyndon,1975,THE BARBER OF SEVILLE (cavatina) ,
2067,Barry Lyndon,1975,IDOMENEO (march) ,
2068,Barry Lyndon,1975,HOHENFRIEDBERGER MARCH ,
2069,Barry Lyndon,1975,TIN WHISTLES ,
2070,Barry Lyndon,1975,WOMEN OF IRELAND ,The Chieftains
2071,Barry Lyndon,1975,Women of Ireland ,
2072,Barry Lyndon,1975,PIPER'S MAGGOT JIG ,
2073,Barry Lyndon,1975,THE SEA MAIDEN ,The Chieftains
2074,Barry Lyndon,1975,BRITISH GRENADIERS (fife and drum) ,
2075,Barry Lyndon,1975,LILLIBURLERO (fife and drums) ,
2076,Barry Lyndon,1975,Sarabande ,
2077,The Seventh Seal,1957,Hållas Mellan Rona ,
2078,The Seventh Seal,1957,Det Sitter en Duva ,
2079,The Seventh Seal,1957,Ödet Är en Rackare ,
2080,The Seventh Seal,1957,Hästen Sitter i Trädet ,
2081,The Seventh Seal,1957,Skats Sång ,
2082,The Seventh Seal,1957,"Dies Iræ, Dies Illa / Vredens Stora Dag Är Nära ",
2083,Klaus,2019,Invisible ,Zara Larsson 
2084,Klaus,2019,Don't Mess With The Postman ,Borja Justo Franco 
2085,Klaus,2019,How You Like Me Now ,The Heavy (uncredited) (C) Just Isn't Music/The Bicycle Music Company 
2086,Klaus,2019,"One, Two, Three ",
2087,Klaus,2019,Hochzeitsmarch ,
2088,Klaus,2019,Silent Night ,
2089,The Big Lebowski,1998,The Man In Me ,
2090,The Big Lebowski,1998,Ataypura ,Yma Sumac 
2091,The Big Lebowski,1998,Behave Yourself ,Booker T. & the M.G.s (as Booker T. & The MG's) 
2092,The Big Lebowski,1998,'Branded' Theme Song ,
2093,The Big Lebowski,1998,Dead Flowers ,Townes van Zandt 
2094,The Big Lebowski,1998,Glück das mir verblieb ,"Ilona Steingruber, Anton Dermota and Österreichischer Rundfunk (as the Austrian State Radio Orchestra) "
2095,The Big Lebowski,1998,Her Eyes Are a Blue Million Miles ,Don Van Vliet (as Captain Beefheart) 
2096,The Big Lebowski,1998,Hotel California ,Gipsy Kings (as The Gipsy Kings) 
2097,The Big Lebowski,1998,I Got It Bad & That Ain't Good ,Nina Simone 
2098,The Big Lebowski,1998,I Hate You ,The Monks (as Monks) 
2099,The Big Lebowski,1998,Just Dropped In (To See What Condition My Condition Was In) ,Kenny Rogers & The First Edition 
2100,The Big Lebowski,1998,Lookin' Out My Back Door ,Creedence Clearwater Revival 
2101,The Big Lebowski,1998,Lujon ,
2102,The Big Lebowski,1998,Mucha Muchacha ,Juan García Esquivel (as Esquivel) 
2103,The Big Lebowski,1998,My Mood Swings ,Elvis Costello 
2104,The Big Lebowski,1998,Oye Como Va ,Santana 
2105,The Big Lebowski,1998,Peaceful Easy Feeling ,Eagles (as The Eagles) 
2106,The Big Lebowski,1998,Piacere Sequence ,
2107,The Big Lebowski,1998,Pictures at an Exhibition ,Koninklijk Concertgebouworkest (as The Royal Concertgebouw Orchestra) 
2108,The Big Lebowski,1998,Requiem in D Minor ,Slovak Philharmonic Orchestra (as The Slovak Philharmonic Orchestra) and Slovak Philharmonic Chorus (as the Slovak Philharmonic Choir) 
2109,The Big Lebowski,1998,Stamping Ground ,
2110,The Big Lebowski,1998,Run through the Jungle ,Creedence Clearwater Revival 
2111,The Big Lebowski,1998,Standing on the Corner ,Dean Martin 
2112,The Big Lebowski,1998,Tammy ,Debbie Reynolds 
2113,The Big Lebowski,1998,Traffic Boom ,
2114,The Big Lebowski,1998,Tumbling Tumbleweeds ,Sons of the Pioneers 
2115,The Big Lebowski,1998,Viva Las Vegas ,Shawn Colvin 
2116,The Big Lebowski,1998,Walking Song ,
2117,The Big Lebowski,1998,We Venerate Thy Cross ,The Rustavi Choir
2118,The Big Lebowski,1998,Viva Las Vegas ,
2119,The Big Lebowski,1998,Technopop ,
2120,Mad Max: Fury Road,2015,Elegy For Rosa ,
2121,Mad Max: Fury Road,2015,Refugee's Theme Symphonic Variation No. 1 ,
2122,Mad Max: Fury Road,2015,Messa da Requiem - Dies Irae ,St. Petersburg Philharmonic Orchestra 
2123,Mad Max: Fury Road,2015,Teardrop ,Massive Attack 
2124,Mad Max: Fury Road,2015,Out of Control ,
2125,Mad Max: Fury Road,2015,Survive (Extended Version) ,Junkie XL 
2126,Mad Max: Fury Road,2015,Escape (Extended Version) ,Junkie XL 
2127,Mad Max: Fury Road,2015,Immortan's Citadel (Extended Version) ,Junkie XL 
2128,Mad Max: Fury Road,2015,Blood Bag (Extended Version) ,Junkie XL 
2129,Mad Max: Fury Road,2015,Buzzards Arrive (Bonus Track) ,Junkie XL 
2130,Mad Max: Fury Road,2015,Water (Extended Version) ,Junkie XL 
2131,Mad Max: Fury Road,2015,Into the Canyon (Bonus Track) ,Junkie XL 
2132,Mad Max: Fury Road,2015,The Chase (Bonus Track) ,Junkie XL 
2133,Mad Max: Fury Road,2015,The Bog (Extended Version) ,Junkie XL 
2134,Mad Max: Fury Road,2015,Many Mothers (Extended Version) ,Junkie XL 
2135,Mad Max: Fury Road,2015,Immortan (Bonus Track) ,Junkie XL 
2136,Mad Max: Fury Road,2015,Chapter Doof ,Junkie XL 
2137,Mad Max: Fury Road,2015,Walhalla Awaits (Bonus Track) ,Junkie XL 
2138,Mad Max: Fury Road,2015,Storm Is Coming (Extended Version) ,Junkie XL 
2139,Mad Max: Fury Road,2015,Mary Jo Bassa (Bonus Track) ,Junkie XL 
2140,Mad Max: Fury Road,2015,My Name Is Max ,Junkie XL 
2141,Mad Max: Fury Road,2015,Coda (Bonus Track) ,Junkie XL 
2142,Mad Max: Fury Road,2015,Let Them Up ,Junkie XL 
2143,Mad Max: Fury Road,2015,Spikey Cars (Extended Version) ,Junkie XL 
2144,Mad Max: Fury Road,2015,We Are Not Things (Extended Version) ,Junkie XL 
2145,Mad Max: Fury Road,2015,Moving on (Bonus Track) ,Junkie XL 
2146,Mad Max: Fury Road,2015,Brothers in Arms (Extended Version) ,Junkie XL 
2147,Mad Max: Fury Road,2015,Redemption ,Junkie XL 
2148,Mad Max: Fury Road,2015,The Return to Nowhere (Bonus Track) ,Junkie XL 
2149,Mad Max: Fury Road,2015,Claw Trucks (Extended Version) ,Junkie XL 
2150,Wild Tales,2014,Love Theme From Flashdance ,Helen St. John 
2151,Wild Tales,2014,"Lady, Lady, Lady ",Joe Esposito (uncredited) 
2152,Wild Tales,2014,Titanium ,David Guetta ft. Sia
2153,Wild Tales,2014,Fly Me to the Moon (In Other Words) (P) 1968 ,Bobby Womack 
2154,Wild Tales,2014,Hallelujah ,Fabiana Feiguelblat and Harry Aldasoro
2155,Wild Tales,2014,Happy Birthday ,
2156,Wild Tales,2014,Aire Libre ,Lucien Belmond
2157,Wild Tales,2014,Aire Salvaje,
2158,"Monsters, Inc.",2001,If I Didn't Have You ,Billy Crystal and John Goodman 
2159,"Monsters, Inc.",2001,Bintang Kecil ,
2160,Mary and Max,2009,Perpetuum Mobile ,the Penguin Cafe Orchestra (as Penguin Café Orchestra) 
2161,Mary and Max,2009,Perpetuum Mobile ,Penguin Cafe Orchestra (as Penguin Café Orchestra) 
2162,Mary and Max,2009,"Itsi Bitsi, Petit Bikini ",Dalida
2163,Mary and Max,2009,Old Mother Hubbard ,ABC Radio Orchestra 
2164,Mary and Max,2009,Russian Rag ,Sydney Alpha Ensemble 
2165,Mary and Max,2009,The Typewriter ,
2166,Mary and Max,2009,Bulgar Frailach (Trad.) ,
2167,Mary and Max,2009,Dance of the Knights (Montagues and Capulets) ,Sydney Symphony Orchestra 
2168,Mary and Max,2009,Prelude and Yodel ,the Penguin Cafe Orchestra
2169,Mary and Max,2009,Zadok the Priest ,The King's Consort & Choir of the Kings Consort 
2170,Mary and Max,2009,That Happy Feeling ,Bert Kaempfert and His Orchestra
2171,Mary and Max,2009,Russian Rag ,Lisa Moore 
2172,Mary and Max,2009,Zorba's Dance ,The London Pops Orchestra 
2173,Mary and Max,2009,That's Life ,James Last And His Orchestra
2174,Mary and Max,2009,"Whatever Will Be, Will Be (Que Sera, Sera) ",Pink Martini
2175,Mary and Max,2009,The Humming Chorus ,Nana Mouskouri 
2176,Mary and Max,2009,A Swinging Safari ,
2177,Jaws,1975,Untitled Improvised Campfire Guitar Music ,Mike Haydn
2178,Jaws,1975,I Honestly Love You ,Lynn Anderson
2179,Jaws,1975,(You're) Having My Baby ,
2180,Jaws,1975,In the Good Old Summer Time ,
2181,Jaws,1975,Spanish Ladies ,Robert Shaw
2182,Jaws,1975,Show Me The Way To Go Home ,"Robert Shaw, Roy Scheider and Richard Dreyfuss"
2183,The Passion of Joan of Arc,1928,Voices of Light ,
2184,Hotel Rwanda,2004,Umqombothi ,Yvonne Chaka Chaka 
2185,Hotel Rwanda,2004,Mama Ararira ,
2186,Hotel Rwanda,2004,Yariz' Ampeka ,
2187,Hotel Rwanda,2004,Ikibo ,
2188,Hotel Rwanda,2004,Mwali Wei ,
2189,Hotel Rwanda,2004,Olugendo Lw'e Bulaya ,
2190,Hotel Rwanda,2004,Whispered Song with Inanga Accompaniment ,
2191,Hotel Rwanda,2004,Ubuhuha ,
2192,Hotel Rwanda,2004,At the Warehouse ,
2193,Hotel Rwanda,2004,Hutu Power Re-visited ,
2194,Hotel Rwanda,2004,Lobsters Pt 1 ,
2195,Hotel Rwanda,2004,Poolside Muzak ,
2196,Hotel Rwanda,2004,Lobsters Pt 2 ,
2197,Hotel Rwanda,2004,Sorrow ,
2198,Hotel Rwanda,2004,The Chosen ,
2199,Hotel Rwanda,2004,Million Voices ,Wyclef Jean 
2200,Hotel Rwanda,2004,Children Found ,Andrea Guerra
2201,Rocky,1976,Take Me Back ,Valentine
2202,Rocky,1976,Rocky's Theme (Gonna Fly) ,
2203,Rocky,1976,Summer Madness ,Kool & The Gang
2204,Rocky,1976,The First Noel ,
2205,Rocky,1976,Jingle Bells ,
2206,Rocky,1976,"Silent Night, Holy Night ",
2207,Rocky,1976,Deck the Halls ,
2208,Rocky,1976,U.S. Marine Corps Hymn ,
2209,Rocky,1976,You Take My Heart Away ,
2210,Dead Poets Society,1989,'Water Music': Suite III in D 'Allegro' ,Stuttgarter Kammerorchester (as The Stuttgart Chamber Orchestra) 
2211,Dead Poets Society,1989,Symphony No. 9 ,Fritz Reiner And The Chicago Symphony Orchestra 
2212,Dead Poets Society,1989,"Piano Concerto No. 5 in E Flat Major, Op. 73 'Emperor' ",Wilhelm Kempff With The Berliner Philharmoniker (as Berlin Philharmonic Orchestra) 
2213,Dead Poets Society,1989,Rainbow Voice ,
2214,Dead Poets Society,1989,The Fields of Athenry ,
2215,Dead Poets Society,1989,The Battle of New Orleans ,
2216,Dead Poets Society,1989,Let's Have a Party ,Wanda Jackson 
2217,Dead Poets Society,1989,Ridgeway Fight Song ,
2218,Dead Poets Society,1989,Sound Off ,
2219,Dead Poets Society,1989,Stranded in the Jungle ,The Cadets 
2220,Dead Poets Society,1989,Hey Little Girl ,Henry 'Professor Longhair' Byrd (as Professor Longhair) 
2221,Tokyo Story,1953,Not available,
2222,Platoon,1986,ADAGIO FOR STRINGS ,
2223,Platoon,1986,WHITE RABBIT ,Jefferson Airplane 
2224,Platoon,1986,OKIE FROM MUSKOGEE ,Merle Haggard 
2225,Platoon,1986,TRACKS OF MY TEARS ,Smokey Robinson & The Miracles (as Smokey Robinson and The Miracles) 
2226,Platoon,1986,OH! SUSANNA ,
2227,Ford v Ferrari,2019,Hold On ,The Paladins
2228,Ford v Ferrari,2019,Dark Side ,The Shadows of Knight 
2229,Ford v Ferrari,2019,Love's Gonna Live Here ,
2230,Ford v Ferrari,2019,Money (That's What I Want) ,The Kingsmen 
2231,Ford v Ferrari,2019,Don't Bring Me Down ,The Animals 
